url,srnummer,erlasstitel,erlasstitel_kurz,section_title,section_href,article_title,article_href,article_text
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),1. Abschnitt: Eidgenössische Jagdbanngebiete,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_1,Art. 1  Zweck,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_1,"Art. 1  Zweck Eidgenössische Jagdbanngebiete (Banngebiete) dienen dem Schutz und der Erhaltung von seltenen und bedrohten wildlebenden Säugetieren und Vögeln und ihrer Lebensräume sowie der Erhaltung von gesunden, den örtlichen Verhältnissen angepassten Beständen jagdbarer Arten."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),1. Abschnitt: Eidgenössische Jagdbanngebiete,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_1,Art. 2  Bezeichnung,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_2,"Art. 2  Bezeichnung 1
Banngebiete sind die im Anhang 1 aufgezählten Objekte.2
Das Bundesinventar der eidgenössischen Jagdbanngebiete (Inventar) enthält für jedes Banngebiet:a. eine kartographische Darstellung des Perimeters und eine Beschreibung des Gebietes;b. das Schutzziel;c. besondere Massnahmen für den Arten- und Biotopschutz und die Regulierung von Beständen jagdbarer Arten und deren zeitliche Geltung;d. allenfalls einen Perimeter ausserhalb des Banngebietes, in welchem Wildschäden vergütet werden.3
Das Inventar ist Bestandteil dieser Verordnung und wird ausschliesslich in elektronischer Form auf der Internetseite des Bundesamtes für Umwelt (BAFU)3 ausserhalb der Amtlichen Sammlung des Bundesrechtes (AS) veröffentlicht (Art.
5 des Publikationsgesetzes vom 18. Juni 20044).53 www.bafu.admin.ch > Themen > Schutzgebiete > Jagdbanngebiete > Objektbeschreibungen4 SR 170.5125 Fassung gemäss Ziff. I der V vom 20. Nov. 2013, in Kraft seit 1. Jan. 2014  (AS 2013 4537)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),1. Abschnitt: Eidgenössische Jagdbanngebiete,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_1,Art. 3,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_3,"Art. 36  Geringfügige Änderungen Das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation (Departement) ist befugt, im Einvernehmen mit den Kantonen die Bezeichnung der Objekte geringfügig zu ändern, sofern die Artenvielfalt erhalten bleibt. Geringfügig sind:a. die Änderung des Perimeters um höchstens fünf Prozent der Fläche des Objekts;b. die Verkleinerung des Perimeters um höchstens zehn Prozent der Fläche des Objektes, wenn der Perimeter mit einem mindestens gleich grossen neuen Gebietsteil erweitert wird;c. Massnahmen für die Regulierung von Beständen jagdbarer Arten. 6 Fassung gemäss Ziff. I der V vom 18. Febr. 2004, in Kraft seit 1. März 2004  (AS 2004 1265)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),1. Abschnitt: Eidgenössische Jagdbanngebiete,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_1,Art. 4  Besondere Massnahmen bei der Aufhebung oder Abänderung  von Banngebieten,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_4,"Art. 4  Besondere Massnahmen bei der Aufhebung oder Abänderung  von Banngebieten Die Kantone sorgen in den neu für die Jagd offenen Gebieten dafür, dass die Bejagung schonend einsetzt und erst nach einer angemessenen Übergangsfrist in vollem Umfang erfolgt."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),2. Abschnitt: Schutz der Artenvielfalt und der Lebensräume,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_2,Art. 5  Artenschutz,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_5,"Art. 5  Artenschutz 1
In den Banngebieten gelten folgende allgemeine Bestimmungen:a.7 Die Jagd ist verboten.b. Tiere dürfen nicht gestört, vertrieben oder aus dem Banngebiet herausgelockt werden.bbis.8 Das Füttern von wildlebenden Tieren und das Einrichten von Salzlecken sind verboten.c.9 Hunde sind an der Leine zu führen; davon ausgenommen sind Nutzhunde in der Landwirtschaft.d. Das Tragen, Aufbewahren und die Verwendung von Waffen und Fallen ist verboten. Die Kantone können für Personen, die innerhalb des Banngebiets wohnen und für Gebiete mit partiellem Schutz, Ausnahmen gestatten. Auf Wegen und Strassen dürfen Jagdberechtigte während der Jagd und Militärdienstpflichtige zur Erfüllung ihrer Wehrpflicht (Dienst-, Schiess- und Inspektionspflicht) das Banngebiet mit ungeladenen Waffen durchqueren. Die Verwendung von Fallen und Waffen durch Organe der Wildhut ist gestattet.e. Das freie Zelten und Campieren ist verboten. Vorbehalten bleibt die Benutzung offizieller Zeltplätze. Die Kantone können Ausnahmen bewilligen.f.10 Das Abfliegen und Landen mit zivilen, bemannten Luftfahrzeugen ist verboten, ausser im Rahmen des Betriebs von bestehenden Flugplätzen sowie nach den Bestimmungen der Artikel 19 Absatz 3 Buchstabe a und 28
Absatz 1 der Aussenlandeverordnung vom 14. Mai 201411.fbis.12 Der Betrieb von zivilen, unbemannten Luftfahrzeugen ist verboten.g. Das Skifahren ausserhalb von markierten Pisten, Routen und Loipen ist verboten.h. Mit Ausnahme der Verwendung für land- und forstwirtschaftliche Zwecke sowie durch Organe der Wildhut ist es verboten, Alp- und Forststrassen zu befahren sowie Fahrzeuge jeglicher Art ausserhalb von Strassen, Wald- und Feldwegen zu benützen. Die Kantone können Ausnahmen vorsehen.i. Militärische Übungen mit scharfer oder Übungsmunition sind verboten. Vorbehalten ist die vertraglich geregelte Benützung besonderer Schiessplätze und militärischer Anlagen. Der Wachtdienst der Truppe mit geladener Waffe sowie das Mitführen von Waffen bei Kontrollaufgaben des Festungswachtkorps und des Grenzwachtkorps sind zulässig.2
Die Durchführung von sportlichen Anlässen und sonstigen gesellschaftlichen Veranstaltungen ist nur zulässig, wenn dadurch das Schutzziel nicht beeinträchtigt werden kann. Die Veranstalter bedürfen einer kantonalen Bewilligung.3
Besondere Bestimmungen nach Artikel 2 Absatz 2 sowie Massnahmen nach den Artikeln
8−10 und 12 bleiben vorbehalten.137 Fassung gemäss Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).8 Eingefügt durch Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).9 Fassung gemäss Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).10 Fassung gemäss Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).11 SR 748.132.312 Eingefügt durch Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).13 Fassung gemäss Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),2. Abschnitt: Schutz der Artenvielfalt und der Lebensräume,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_2,Art. 6  Schutz der Lebensräume,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_6,"Art. 6  Schutz der Lebensräume 1
Bund und Kantone sorgen bei der Erfüllung ihrer Aufgaben dafür, dass die Schutzziele der Banngebiete nicht durch andere Nutzungen beeinträchtigt werden. Liegen im Einzelfall andere Interessen vor, ist anhand einer Interessenabwägung zu entscheiden.1bis Sind beim Vollzug durch den Bund andere Bundesbehörden als das BAFU14 zuständig, so wirkt dieses nach den Artikeln 62a und 62b des Regierungs- und Verwaltungsorganisationsgesetzes vom 21. März 199715 mit.162
Die Banngebiete sind bei der Richt- und Nutzungsplanung zu berücksichtigen.3
In den Banngebieten ist der Erhaltung von Biotopen im Sinne von Artikel 18 Absatz 1bis NHG, insbesondere als Lebensräume der einheimischen und ziehenden wildlebenden Säugetiere und Vögel, besondere Beachtung zu schenken. Die Kantone sorgen insbesondere dafür, dass solche Lebensräume:a. land- und forstwirtschaftlich angepasst genutzt werden;b. nicht zerschnitten werden;c. ein ausreichendes Äsungsangebot aufweisen.4
Weitergehende oder anders lautende Biotopschutzmassnahmen nach Artikel 2 Absatz 2 dieser Verordnung und nach den Artikeln 18 ff. NHG bleiben vorbehalten.5
Die Förderung von Biotopschutzmassnahmen richtet sich nach den Artikeln 18 ff. NHG.14 Ausdruck gemäss Ziff. I der V vom 20. Nov. 2013, in Kraft seit 1. Jan. 2014  (AS 2013 4537). Die Änd. wurde im ganzen Erlass vorgenommen.15 SR 172.01016  Eingefügt durch Ziff. II 20 der V vom 2. Febr. 2000 zum Bundesgesetz über die  Koordination und Vereinfachung von Entscheidverfahren, in Kraft seit 1. März 2000  (AS 2000 703)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),2. Abschnitt: Schutz der Artenvielfalt und der Lebensräume,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_2,Art. 7  Markierung und Information,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_7,"Art. 7  Markierung und Information 1
Die Kantone sorgen für die Information der Jagdberechtigten und der Öffentlichkeit über die Banngebiete.2
Sie sorgen für die Markierung der Banngebiete im Gelände.3
An den wichtigsten Eingängen in die Banngebiete sowie bei besonders schutzwürdigen Lebensräumen innerhalb der Gebiete sind Hinweistafeln mit Angaben zum Schutzgebiet, zum Schutzziel und zu den wichtigsten Schutzmassnahmen anzubringen.4
Das Bundesamt für Landestopografie bezeichnet in den Landeskarten mit Schneesportthematik die eidgenössischen Jagdbanngebiete sowie die darin zur Benutzung erlaubten Routen.1717 Fassung gemäss Ziff. II 1 der V vom 27. Juni 2012, in Kraft seit 15. Juli 2012  (AS 2012 3683)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),3. Abschnitt: Verhütung von Wildschaden,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_3,Art. 8,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_8,"Art. 81
Die Kantone sorgen dafür, dass in den Banngebieten keine untragbaren Wildschäden entstehen. Die natürliche Verjüngung der Wälder muss sichergestellt sein.2
Die Wildhüter der Banngebiete können auf Anordnung der kantonalen Fachstelle jederzeit Massnahmen gegen einzelne jagdbare Tiere ergreifen, welche erheblichen Schaden anrichten.3
...184
Im Übrigen gelten die kantonalen Bestimmungen über die Verhütung von Wildschäden.18 Aufgehoben durch Ziff. IV der V vom 1. Juli 2015, mit Wirkung seit 15. Juli 2015  (AS 2015 2209)."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),4. Abschnitt: Jagdliche Massnahmen,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_4,Art. 9  Bestandesregulierungen,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_9,"Art. 9  Bestandesregulierungen 1
Die Kantone sorgen dafür, dass die Bestände jagdbarer Huftierarten in den Banngebieten stets den örtlichen Verhältnissen angepasst sind und eine natürliche Alters- und Geschlechtsklassenstruktur aufweisen. Sie berücksichtigen dabei die Anliegen der Landwirtschaft, des Natur- und Landschaftsschutzes und der Walderhaltung.2
Zu diesem Zweck werden ausgeschieden:a. Gebiete, in denen Regulierungsmassnahmen nur in Ausnahmefällen angeordnet werden können (integral geschützte Gebiete);b. Gebiete, in denen Bestände von Rehen, Gemsen, Rothirschen und Wildschweinen regelmässig reguliert oder reduziert werden können (partiell geschützte Gebiete).3
Bevor in Gebieten mit integralem Schutz Regulierungsmassnahmen vorgesehen werden, ist das BAFU anzuhören.4
Die Kantone erstellen für Gebiete mit partiellem Schutz Abschusspläne für die einzelnen Wildarten und geben diese dem BAFU bekannt. Grenzen Banngebiete verschiedener Kantone aneinander, so sind diese Pläne aufeinander abzustimmen.5
Die Verwendung von Hunden bei Bestandesregulierungen ist verboten, ausgenommen sind geprüfte Schweisshunde für die Nachsuche. Die Kantone können Ausnahmen gestatten.6
Die Kantone können zur Erfüllung dieser Pläne neben den Wildschutzorganen auch Jagdberechtigte beiziehen."
https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de,922.31,Verordnung über die eidgenössischen Jagdbanngebiete,(VEJ),4. Abschnitt: Jagdliche Massnahmen,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#sec_4,Art. 10,https://www.fedlex.admin.ch/eli/cc/1991/2304_2304_2304/de#art_10,"Art. 1019 Hegeabschüsse und Massnahmen gegen nicht einheimische Tiere 1
Die Wildschutzorgane der Banngebiete können kranke oder verletzte Tiere jederzeit erlegen, wenn dies zur Verhinderung der Ausbreitung von Krankheiten oder aus Tierschutzgründen notwendig ist.1bis
Sie treffen die Massnahmen nach Artikel 8bis Absatz 5 der Jagdverordnung vom 29. Februar 198820 gegen nicht einheimische Tiere.2
Sie melden solche Abschüsse und Massnahmen umgehend der kantonalen Fachstelle.19 Fassung gemäss Ziff. IV der V vom 1. Juli 2015, in Kraft seit 15. Juli 2015  (AS 2015 2209).20 SR 922.01"
